totalPkt,totalSize,DNSpkt,httpPkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
22,6983,2,0,28,2,10,1676,12,5307,3.17,52,404,167.6,442.25,0,882,1420,0.83,0.08,0.09,0.23,1,31,1,0.46,1,194.08,1,0
26,4747,2,0,24,4,13,2488,13,2259,0.91,60,103,191.38,173.77,0.01,1232,610,1,0.05,0.04,0.33,0.5,51.8,0.5,0.33,0.5,84.87,0.5,0
10,3076,0,0,32,2,6,945,6,2823,2.99,52,377,157.5,470.5,0,348,1107,1,0.01,0.01,0.29,1,14,1,0.14,1,0.14,1,0
24,3997,2,2,54,2,13,1447,11,2550,1.76,52,60,111.31,231.82,0.01,462,523,1.18,0.33,0.34,0.17,1,51.39,1,0.17,1,58.17,1,0
6,343,0,0,6,2,3,199,3,144,0.72,52,60,66.33,48,0.02,462,523,1,0,0,1,1,45.33,1,0.33,1,0.33,1,0
2058,1129173,46,18,1860,198,1050,175144,1008,954029,5.45,54,1420,166.8,946.46,0,1420,1420,1.04,0,0.04,0.34,0.01,72.77,0.01,0.36,0.01,434.41,0.01,0
552,309437,10,2,507,243,274,101626,278,207811,2.04,56,618,370.9,747.52,0,1420,1420,0.99,1.11,0.93,0.22,0.02,196.5,0.02,0.27,0.02,223.63,0.02,0
83,21129,0,8,83,243,48,10150,35,10979,1.08,56,618,211.46,313.69,0,1420,1420,1.37,0.27,0.27,0.12,0.02,31.38,0.02,0.12,0.02,48.43,0.02,0
28,4918,0,0,28,243,15,3042,13,1876,0.62,56,618,202.8,144.31,0.01,1420,1420,1.15,0.12,0,0.09,0.02,18,0.02,0.17,0.02,33.61,0.02,0
54,4715,0,0,54,243,35,3032,19,1683,0.56,56,618,86.63,88.58,0.01,1420,1420,1.84,0.03,0.03,0.24,0.02,19.48,0.02,0.07,0.02,16.9,0.02,0
84,14093,4,0,80,247,43,4699,41,9394,2,52,52,109.28,229.12,0.01,1120,1420,1.05,0,0,0.24,0.25,25.43,0.25,0.26,0.25,67.35,0.25,0
157,50699,18,0,98,306,85,17569,74,33822,1.93,65,140,206.69,457.05,0,1378,1420,1.15,0.28,0,0.18,0.02,32.66,0.02,0.12,0.02,86.18,0.02,0
13,1993,0,0,13,306,7,1101,6,892,0.81,65,140,157.29,148.67,0.01,1378,1420,1.17,0.33,0,0.2,0.02,41.2,0.02,0.2,0.02,66.9,0.02,0
10,1888,0,0,10,306,6,1076,4,812,0.75,65,140,179.33,203,0.01,1378,1420,1.5,0.2,0,0.29,0.02,58.29,0.02,0.29,0.02,95.57,0.02,0
16,2255,0,0,16,306,9,1236,7,1019,0.82,65,140,137.33,145.57,0.01,1378,1420,1.29,0.02,0,0.27,0.02,9.55,0.02,0.27,0.02,64.45,0.02,0
35,7638,2,0,33,308,21,2919,14,4719,1.62,74,112,139,337.07,0,411,1420,1.5,0.08,0,0.47,0.5,76.53,0.5,0.32,0.5,134.05,0.5,0
52,13905,2,0,50,310,29,5813,23,8092,1.39,62,98,200.45,351.83,0,1248,1420,1.26,0.34,0,0.24,0.5,105,0.5,0.14,0.5,80.22,0.5,0
8,2503,0,0,8,310,5,1731,3,772,0.45,62,98,346.2,257.33,0,1248,1420,1.67,0.1,0,1,0.5,279.67,0.5,1,0.5,240.33,0.5,0
10,3080,0,0,8,312,6,1638,6,2134,1.3,380,348,273,355.67,0,430,670,1,0.51,0.51,0.75,0.5,210.75,0.5,0.5,0.5,167.25,0.5,0
15,2272,0,0,15,312,6,1062,9,1210,1.14,380,348,177,134.44,0.01,430,670,0.67,0,0,0.33,0.5,51.67,0.5,0.44,0.5,85.89,0.5,0
15,4148,0,0,15,312,8,1241,7,2907,2.34,380,348,155.13,415.29,0,430,670,1.14,0,0,0.44,0.5,67.11,0.5,0.33,0.5,81.67,0.5,0
7,2455,0,0,7,312,5,1735,2,720,0.41,380,348,347,360,0,430,670,2.5,0.2,0,2,0.5,627,0.5,1,0.5,334.5,0.5,0
1052,698511,20,4,1032,332,484,47367,568,651144,13.75,52,1420,97.87,1146.38,0,1420,1420,0.85,0,0,0.05,0.05,14.28,0.05,0.18,0.05,213.66,0.05,0
54,5732,2,1,52,334,27,2903,27,2829,0.97,52,52,107.52,104.78,0.01,677,668,1,0,0,0.11,0.5,28.27,0.5,0.07,0.5,7.87,0.5,0
167,47882,8,2,159,342,85,18182,82,29700,1.63,52,88,213.91,362.2,0,1420,1420,1.04,0.11,0.11,0.17,0.13,73.49,0.13,0.19,0.13,67.48,0.13,0
13,2633,0,0,11,344,8,1755,7,1570,0.89,346,346,219.38,224.29,0,430,670,1.14,0.14,0.04,0.25,0.5,51.75,0.5,0.25,0.5,83.88,0.5,0
296,161436,4,0,292,348,133,14627,163,146809,10.04,52,1105,109.98,900.67,0,1124,1420,0.82,0.29,0,0.19,0.25,42.1,0.25,0.37,0.25,348.38,0.25,0
23,3393,0,0,23,348,12,2112,11,1281,0.61,52,1105,176,116.45,0.01,1124,1420,1.09,0.2,0,0.16,0.25,24.47,0.25,0.11,0.25,35.21,0.25,0
16,2830,0,0,16,348,9,1270,7,1560,1.23,52,1105,141.11,222.86,0.01,1124,1420,1.29,0,0,0.36,0.25,47.18,0.25,0.18,0.25,60.82,0.25,0
28,4306,2,1,26,350,14,1857,14,2449,1.32,52,52,132.64,174.93,0.01,462,668,1,0,0,0.14,0.5,41.76,0.5,0.14,0.5,56.76,0.5,0
1246,617517,32,6,1070,176,620,134606,626,482911,3.59,52,706,217.11,771.42,0,1420,1420,0.99,0.75,0,0.16,0.01,76.66,0.01,0.21,0.01,182.89,0.01,0
446,260215,6,1,1470,46,217,62453,229,197762,3.17,52,1378,287.8,863.59,0,1420,1420,0.95,0.05,0.22,0.15,0.02,119.79,0.02,0.26,0.02,212.55,0.02,0
1101,810454,6,1,1079,68,534,47927,567,762527,15.91,64,1420,89.75,1344.84,0,1420,1420,0.94,6.53,0.04,0.03,0.05,8.48,0.05,0.08,0.05,99.29,0.05,0
13112,11437037,0,1,13112,68,5255,303299,7857,11133738,36.71,64,1420,57.72,1417.05,0,1420,1420,0.67,0,0,0.01,0.05,1.12,0.05,0.27,0.05,376.64,0.05,0
16153,13997356,12,5,16118,103,6479,378102,9674,13619254,36.02,52,1420,58.36,1407.82,0,1420,1420,0.67,0,0,0.01,0.03,1.15,0.03,0.27,0.03,377.47,0.03,0
208,52947,6,8,181,130,124,30408,84,22539,0.74,52,75,245.23,268.32,0,1420,1400,1.48,0.09,0,0.18,0.04,89.64,0.04,0.13,0.04,37.55,0.04,0
171,56287,18,2,120,181,96,22707,75,33580,1.48,61,136,236.53,447.73,0,1420,1420,1.28,3.02,2.92,0.23,0.02,91.63,0.02,0.16,0.02,101.86,0.02,0
150,82636,0,1,148,183,89,68527,63,14801,0.22,846,52,769.97,234.94,0,1420,1420,1.41,0,0,0.51,0.5,544.5,0.5,0.26,0.5,86.68,0.5,0
14,10016,0,0,14,183,9,7526,5,2490,0.33,846,52,836.22,498,0,1420,1420,1.8,0.09,0,1,0.5,991.83,0.5,0.5,0.5,389.17,0.5,0
18,10244,0,0,18,183,11,7662,7,2582,0.34,846,52,696.55,368.86,0,1420,1420,1.57,0.1,0,0.67,0.5,509.33,0.5,0.44,0.5,265.22,0.5,0
40,13688,0,0,40,183,25,8397,15,5291,0.63,846,52,335.88,352.73,0,1420,1420,1.67,0.1,0,0.42,0.5,131.85,0.5,0.15,0.5,91.81,0.5,0
142,59615,10,0,94,231,79,21959,63,37656,1.71,66,392,277.96,597.71,0,1420,1420,1.25,0,0,0.1,0.02,62.25,0.02,0.09,0.02,67.71,0.02,0
51,24112,2,0,49,233,30,14142,21,9970,0.7,90,121,471.4,474.76,0,1420,1420,1.43,0.1,0,0.43,0.5,299.17,0.5,0.23,0.5,193.5,0.5,0
12,9910,0,0,12,233,8,7472,4,2438,0.33,90,121,934,609.5,0,1420,1420,2,0.09,0,1.5,0.5,1487.25,0.5,0.75,0.5,583.75,0.5,0
15,10905,0,0,12,236,11,8467,7,3474,0.41,823,344,769.73,496.29,0,1420,1167,1.57,0.09,0,1.5,0.33,1477,0.33,0.75,0.33,583.75,0.33,0
24,10594,0,0,24,236,13,7666,11,2928,0.38,823,344,589.69,266.18,0,1420,1167,1.18,0.1,0,0.43,0.33,321.64,0.33,0.36,0.33,174.21,0.33,0
17,10115,0,0,17,236,11,7585,6,2530,0.33,823,344,689.55,421.67,0,1420,1167,1.83,0.1,0,0.75,0.33,392.38,0.33,0.5,0.33,298.38,0.33,0
12,9838,0,0,12,236,8,7400,4,2438,0.33,823,344,925,609.5,0,1420,1167,2,0.02,0,1.5,0.33,1469.25,0.33,0.75,0.33,583.75,0.33,0
12,9835,0,0,12,236,8,7397,4,2438,0.33,823,344,924.63,609.5,0,1420,1167,2,0.1,0,1.5,0.33,1468.5,0.33,0.75,0.33,583.75,0.33,0
33,16438,2,0,31,238,19,11937,14,4501,0.38,631,143,628.26,321.5,0,1420,1167,1.36,0.02,0,0.56,0.5,498,0.5,0.44,0.5,220.56,0.5,0
34,17118,0,0,34,238,18,9474,16,7644,0.81,631,143,526.33,477.75,0,1420,1167,1.13,0.09,0,0.42,0.5,331.05,0.5,0.42,0.5,259.79,0.5,0
14,10526,0,0,12,240,10,8088,6,3130,0.39,805,757,808.8,521.67,0,1420,1167,1.67,0.1,0,1,0.5,890.6,0.5,0.6,0.5,467,0.5,0
23,11870,2,1,21,242,14,8108,9,3762,0.46,60,178,579.14,418,0,1420,1167,1.56,0.1,0,0.64,0.5,575.82,0.5,0.36,0.5,259.82,0.5,0
19,10176,0,0,19,242,11,7554,8,2622,0.35,60,178,686.73,327.75,0,1420,1167,1.38,0.09,0,0.33,0.5,252.92,0.5,0.33,0.5,198.92,0.5,0
24,15084,0,0,24,242,16,11335,8,3749,0.33,60,178,708.44,468.63,0,1420,1167,2,0.04,0,0.75,0.5,565.42,0.5,0.33,0.5,291.83,0.5,0
41,19502,2,0,39,244,22,9026,19,10476,1.16,60,131,410.27,551.37,0,1420,1420,1.16,0.02,0,0.33,0.5,204.5,0.5,0.33,0.5,254.79,0.5,0
12,9838,0,0,12,244,8,7400,4,2438,0.33,60,131,925,609.5,0,1420,1420,2,0.1,0,1,0.5,891.4,0.5,0.6,0.5,467,0.5,0
19,10114,0,0,19,244,15,7676,4,2438,0.32,60,131,511.73,609.5,0,1420,1420,3.75,0.1,0,1.43,0.5,664.71,0.5,0.43,0.5,333.57,0.5,0
26477,20386403,79,53,26344,133,12179,817515,14298,19568888,23.94,52,1420,67.12,1368.65,0,1420,1420,0.85,0.7,0.63,0.02,0.01,3.71,0.01,0.11,0.01,143.23,0.01,0
409,172186,28,1,276,266,212,49228,197,122958,2.5,64,426,232.21,624.15,0,1420,1420,1.08,5.2,0.04,0.2,0.01,92.36,0.01,0.21,0.01,135.64,0.01,0
616,319138,5,0,847,45,334,108413,282,210725,1.94,52,605,324.59,747.25,0,1420,1420,1.18,0,0.05,0.2,0.02,172.23,0.02,0.17,0.02,111.77,0.02,0
829,482035,20,18,809,65,410,62443,419,419592,6.72,52,1420,152.3,1001.41,0,1420,1420,0.98,0.05,0.14,0.07,0.05,37.32,0.05,0.12,0.05,105.01,0.05,0
32,4344,0,0,32,65,24,3010,8,1334,0.44,52,1420,125.42,166.75,0.01,1420,1420,3,0.1,0.19,0.43,0.05,19.29,0.05,0.14,0.05,49.86,0.05,0
29,6754,0,0,29,65,17,4270,12,2484,0.58,52,1420,251.18,207,0,1420,1420,1.42,0.09,0.18,0.39,0.05,109.72,0.05,0.28,0.05,116.28,0.05,0
307,82273,28,0,244,128,152,35860,157,47105,1.31,66,98,235.92,300.03,0,1420,1420,0.97,0,0,0.18,0.02,52.39,0.02,0.23,0.02,76.73,0.02,0
1761,1264909,6,0,1755,134,843,64679,918,1200230,18.56,52,1420,76.72,1307.44,0,1420,1420,0.92,0.1,0,0.02,0.17,6.94,0.17,0.07,0.17,77.67,0.17,0
36,7017,0,0,36,134,21,4413,15,2604,0.59,52,1420,210.14,173.6,0.01,1420,1420,1.4,0.09,0,0.35,0.17,86.57,0.17,0.26,0.17,92.74,0.17,0
8,3020,0,0,8,134,4,1870,4,1150,0.61,52,1420,467.5,287.5,0,1420,1420,1,0.09,0.17,0.5,0.17,221,0.17,0.75,0.17,261.75,0.17,0
41,6338,0,0,41,134,17,3425,24,2913,0.85,52,1420,201.47,121.38,0.01,1420,1420,0.71,0.02,0.1,0.15,0.17,36.59,0.17,0.41,0.17,73.96,0.17,0
52,13037,2,0,50,136,30,5311,22,7726,1.45,52,121,177.03,351.18,0,1248,1420,1.36,0.1,0.18,0.42,0.5,83.42,0.5,0.23,0.5,112.03,0.5,0
15,5988,0,0,15,136,7,3688,8,2300,0.62,52,121,526.86,287.5,0,1248,1420,0.88,0.02,0.1,0.38,0.5,220.88,0.5,0.63,0.5,261.63,0.5,0
14,5222,0,0,12,138,8,3497,8,2417,0.69,344,435,437.13,302.13,0,883,523,1,0.09,0.17,0.5,0.5,294.5,0.5,0.67,0.5,261.67,0.5,0
16,6040,0,0,16,138,8,3740,8,2300,0.61,344,435,467.5,287.5,0,883,523,1,0.09,0.18,0.5,0.5,331.25,0.5,0.63,0.5,261.63,0.5,0
14,3407,0,0,14,138,6,1986,8,1421,0.72,344,435,331,177.63,0,883,523,0.75,0.1,0.26,0.25,0.5,6.63,0.5,0.63,0.5,143.88,0.5,0
15,5988,0,0,15,138,7,3688,8,2300,0.62,344,435,526.86,287.5,0,883,523,0.88,0.01,0.11,0.38,0.5,220.88,0.5,0.63,0.5,261.63,0.5,0
18,6631,0,0,18,138,9,3808,9,2823,0.74,344,435,423.11,313.67,0,883,523,1,0.02,0.11,0.4,0.5,265.3,0.5,0.5,0.5,209.3,0.5,0
16,6044,0,0,16,138,8,3744,8,2300,0.61,344,435,468,287.5,0,883,523,1,0.1,0.19,0.5,0.5,331.63,0.5,0.63,0.5,261.63,0.5,0
55,25569,2,1,53,140,28,5331,27,20238,3.8,40,523,190.39,749.56,0,884,1420,1.04,0.09,0.17,0.09,0.5,57.84,0.5,0.14,0.5,65.05,0.5,0
49,15014,4,1,43,146,27,6541,24,9165,1.4,55,346,242.26,381.88,0,1371,1420,1.13,0.09,0.19,0.21,0.17,108.07,0.17,0.31,0.17,134.52,0.17,0
12,3194,0,0,12,146,6,1964,6,1230,0.63,55,346,327.33,205,0,1371,1420,1,0.09,0.18,0.11,0.17,0.11,0.17,0.33,0.17,116.33,0.17,0
16,6044,0,0,16,146,8,3744,8,2300,0.61,55,346,468,287.5,0,1371,1420,1,0.02,0.14,0.5,0.17,331.63,0.17,0.63,0.17,261.63,0.17,0
599,343601,20,11,579,166,299,46940,300,296661,6.32,52,1420,156.99,988.87,0,1420,1420,1,0.09,0.18,0.07,0.05,42.59,0.05,0.12,0.05,112.89,0.05,0
507,338300,6,6,164,509,208,32973,299,305327,9.26,66,1378,158.52,1021.16,0,1378,1420,0.7,1.03,1.04,0.11,0,37.46,0,0.29,0,301.58,0,0
78,30370,0,12,53,534,48,21952,30,8418,0.38,66,339,457.33,280.6,0,1378,1378,1.6,0.14,0.14,0.46,0.04,355.37,0.04,0.09,0.04,24.6,0.04,0
2344,1517801,32,3,2156,188,1116,168322,1228,1349479,8.02,64,1420,150.83,1098.92,0,1420,1420,0.91,0.49,0,0.09,0.01,36.79,0.01,0.17,0.01,183.9,0.01,0
461,256556,6,0,2572,45,222,55494,239,201062,3.62,52,1378,249.97,841.26,0,1420,1420,0.93,0.01,0.05,0.14,0.02,90.16,0.02,0.27,0.02,244.52,0.02,0
25,3513,2,0,2595,2,14,1924,11,1589,0.83,52,52,137.43,144.45,0.01,659,573,1.27,0.08,0.08,0.22,1,40.28,1,0.17,1,43.78,1,0
424,254194,8,1,3011,8,189,20734,235,233460,11.26,63,1420,109.7,993.45,0,1420,1420,0.8,0.01,0.01,0.14,0.14,33.33,0.14,0.29,0.14,287.44,0.14,0
66,3892,0,0,66,8,40,2312,26,1580,0.68,63,1420,57.8,60.77,0.02,1420,1420,1.54,26.49,1.09,0.22,0.14,9.98,0.14,0.1,0.14,4.1,0.14,0
50,3389,2,0,48,10,29,1859,21,1530,0.82,58,52,64.1,72.86,0.01,98,535,1.38,3.79,3.83,0.33,0.5,18.12,0.5,0.15,0.5,6.33,0.5,0
193,56073,20,0,136,67,98,18547,97,38218,2.06,60,121,189.26,394,0,1378,1420,1.01,0.1,0,0.2,0.02,29.03,0.02,0.23,0.02,95.93,0.02,0
125,65626,2,0,123,69,73,48422,52,17204,0.36,261,86,663.32,330.85,0,1420,1420,1.4,0,0,0.58,0.5,578.53,0.5,0.3,0.5,105.33,0.5,0
137,52100,10,0,208,52,70,14445,67,37655,2.61,64,336,206.36,562.01,0,1378,1420,1.04,0.01,0.02,0.09,0.02,15.18,0.02,0.19,0.02,104.24,0.02,0
15,830,0,0,15,52,9,542,6,288,0.53,64,336,60.22,48,0.02,1378,1420,1.5,0.1,0,0.4,0.02,15.7,0.02,0.2,0.02,5.3,0.02,0
124,52841,6,0,87,52,62,17586,62,35255,2,69,324,283.65,568.63,0,1378,1420,1,0.01,0.02,0.24,0.02,68,0.02,0.24,0.02,103.74,0.02,0
21,1936,0,0,19,54,11,1239,12,1389,1.12,64,52,112.64,115.75,0.01,348,348,0.92,0,0,0.21,0.5,7.5,0.5,0.21,0.5,7.5,0.5,0
17,1121,0,0,17,54,7,412,10,709,1.72,64,52,58.86,70.9,0.02,348,348,0.7,0,0,0.15,0.5,4.08,0.5,0.23,0.5,8.08,0.5,0
4,227,0,0,4,54,3,187,1,40,0.21,64,52,62.33,40,0.02,348,348,3,0.11,0,1,0.5,26.5,0.5,0.5,0.5,0.5,0.5,0
2,692,0,0,4,2,2,692,2,692,1,64,52,346,346,0,348,348,1,0.01,0.01,1,0.5,26.5,0.5,0.5,0.5,0.5,0.5,0
1075,467160,35,17,901,174,561,131575,514,335585,2.55,52,363,234.54,652.89,0,1420,1420,1.09,0.11,0,0.19,0.01,95.49,0.01,0.18,0.01,140.11,0.01,0
1059,661896,12,15,1856,104,495,87670,564,574226,6.55,52,1420,177.11,1018.13,0,1420,1420,0.88,0.08,0.21,0.09,0.01,44.55,0.01,0.23,0.01,259.08,0.01,0
158,40977,6,3,152,110,87,22102,71,18875,0.85,52,60,254.05,265.85,0,1291,1340,1.23,0.16,0.04,0.18,0.17,60.6,0.17,0.15,0.17,68.51,0.17,0
92,26684,4,2,240,4,51,13032,41,13652,1.05,52,83,255.53,332.98,0,1342,1340,1.24,0.08,0.02,0.16,0.33,49.54,0.33,0.16,0.33,88.76,0.33,0
231,55054,8,3,223,12,136,28499,95,26555,0.93,52,60,209.55,279.53,0,1420,1420,1.43,0.04,0.04,0.24,0.13,83.84,0.13,0.12,0.13,54.16,0.13,0
157,35637,2,2,155,14,88,16345,69,19292,1.18,52,60,185.74,279.59,0,1342,1420,1.28,1.96,1.86,0.21,0.5,29.28,0.5,0.13,0.5,48.95,0.5,0
121,36113,2,3,272,4,70,22656,53,14149,0.62,52,83,323.66,266.96,0,1388,1340,1.32,0.08,0.05,0.22,0.33,68.27,0.33,0.18,0.33,71.2,0.33,0
109,31637,2,3,379,2,61,16722,48,14915,0.89,52,83,274.13,310.73,0,1365,1340,1.27,0.09,0.03,0.2,1,42.69,1,0.16,1,76.59,1,0
106,24727,2,4,483,2,62,14354,44,10373,0.72,52,56,231.52,235.75,0,1339,1340,1.41,0.08,0.03,0.22,1,40.72,1,0.14,1,52.1,1,0
107,37223,2,2,588,2,61,16589,46,20634,1.24,52,221,271.95,448.57,0,1420,1420,1.33,0.08,0.03,0.2,1,64.92,1,0.14,1,87.35,1,0
158,50025,2,4,156,4,88,26178,70,23847,0.91,52,83,297.48,340.67,0,1345,1420,1.26,0,0,0.17,0.5,54.61,0.5,0.13,0.5,70.74,0.5,0
110,32201,2,3,264,2,61,19006,49,13195,0.69,56,60,311.57,269.29,0,1359,1340,1.24,0.08,0.03,0.22,1,58.94,1,0.19,1,77.56,1,0
80,26560,4,2,338,6,46,13337,36,13915,1.04,52,248,289.93,386.53,0,1340,1340,1.28,0.08,0.03,0.18,0.2,37.7,0.2,0.16,0.2,91.07,0.2,0
153,50650,2,3,151,8,87,22468,66,28182,1.25,52,111,258.25,427,0,1420,1420,1.32,0.1,0.04,0.22,0.5,71.75,0.5,0.11,0.5,51.52,0.5,0
81,24058,2,2,230,2,45,13694,36,10364,0.76,52,86,304.31,287.89,0,1327,1340,1.25,0.01,0.01,0.22,1,78.9,1,0.13,1,45.68,1,0
108,30989,2,3,336,2,60,17849,48,13140,0.74,52,83,297.48,273.75,0,1367,1340,1.25,0.01,0.01,0.17,1,35.1,1,0.17,1,73.16,1,0
109,33572,2,3,443,2,61,17920,48,15652,0.87,52,93,293.77,326.08,0,1325,1340,1.27,0.01,0.01,0.21,1,71.89,1,0.15,1,66.7,1,0
198,103053,6,2,635,6,120,81695,78,21358,0.26,301,60,680.79,273.82,0,1420,1420,1.54,0.09,0.03,0.51,0.2,505.12,0.2,0.22,0.2,78.42,0.2,0
119,38273,4,2,115,10,65,19634,54,18639,0.95,60,107,302.06,345.17,0,1420,1420,1.2,4.71,0,0.19,0.25,58.18,0.25,0.2,0.25,82.81,0.25,0
80,24667,4,2,74,16,46,12145,36,13214,1.09,56,221,264.02,367.06,0,1339,1340,1.28,0,0,0.2,0.17,41.55,0.17,0.14,0.17,78.59,0.17,0
79,22038,2,2,77,18,44,12501,35,9537,0.76,52,60,284.11,272.49,0,1326,1340,1.26,0.09,0.03,0.19,0.5,39.51,0.5,0.18,0.5,75.84,0.5,0
77,20124,2,2,75,20,44,11466,33,8658,0.76,52,60,260.59,262.36,0,1342,1340,1.33,0.1,0.04,0.25,0.5,44.45,0.5,0.19,0.5,81.57,0.5,0
115,30122,2,3,113,22,67,18288,48,11834,0.65,60,71,272.96,246.54,0,1378,1340,1.4,0.09,0.03,0.27,0.5,75.96,0.5,0.18,0.5,57.22,0.5,0
102,35380,2,2,100,24,59,16368,43,19012,1.16,52,111,277.42,442.14,0,1420,1420,1.37,3.14,1,0.23,0.5,77.86,0.5,0.15,0.5,95.73,0.5,0
113,33860,2,3,111,26,63,18065,50,15795,0.87,52,83,286.75,315.9,0,1364,1340,1.26,0,0,0.19,0.5,53.5,0.5,0.14,0.5,63.52,0.5,0
102,28009,2,3,211,2,57,16501,45,11508,0.7,56,60,289.49,255.73,0,1372,1340,1.27,0.09,0.03,0.2,1,36.17,1,0.16,1,55.91,1,0
1260,627329,47,7,1044,216,619,115632,641,511697,4.43,52,821,186.8,798.28,0,1420,1420,0.97,0.01,0,0.12,0,55.92,0,0.2,0,181.28,0,0
619,320124,7,2,1616,47,313,77973,306,242151,3.11,52,806,249.12,791.34,0,1420,1420,1.02,0.02,0,0.15,0.02,107.29,0.02,0.23,0.02,176.87,0.02,0
62,7709,0,1,62,47,30,4460,32,3249,0.73,52,806,148.67,101.53,0.01,1420,1420,0.94,0.09,0.09,0.19,0.02,43.19,0.02,0.28,0.02,47.84,0.02,0
128,64792,0,0,128,47,76,55282,52,9510,0.17,52,806,727.39,182.88,0,1420,1420,1.46,0.1,0.1,0.53,0.02,571.51,0.02,0.22,0.02,48.77,0.02,0
856,409569,18,1,838,65,445,47242,411,362327,7.67,52,1420,106.16,881.57,0,1420,1420,1.08,0.02,0.03,0.12,0.06,27.02,0.06,0.11,0.06,77.24,0.06,0
119,23577,2,0,117,67,67,8895,52,14682,1.65,52,96,132.76,282.35,0.01,1123,1420,1.29,5.69,5.68,0.34,0.5,53.71,0.5,0.19,0.5,59.16,0.5,0
344,173779,2,0,338,72,166,17127,182,157528,9.2,52,1420,103.17,865.54,0,1420,1420,0.91,0,0,0.08,0.2,21.15,0.2,0.19,0.2,164.59,0.2,0
113,29293,0,0,113,72,57,8628,56,20665,2.4,52,1420,151.37,369.02,0,1420,1420,1.02,0,0,0.2,0.2,69.14,0.2,0.15,0.2,24.76,0.2,0
215,102476,2,0,213,74,99,13520,116,88956,6.58,52,710,136.57,766.86,0,1420,1420,0.85,0.1,0,0.22,0.5,52.8,0.5,0.43,0.5,345.92,0.5,0
412,248381,0,0,412,74,208,15660,204,232721,14.86,52,710,75.29,1140.79,0,1420,1420,1.02,0.09,0,0.06,0.5,12.78,0.5,0.06,0.5,52.28,0.5,0
30,1954,0,0,30,74,16,942,14,1012,1.07,52,710,58.88,72.29,0.02,1420,1420,1.14,0.1,0,0.27,0.5,11.86,0.5,0.14,0.5,4.77,0.5,0
40,12074,2,0,68,2,23,5843,17,6231,1.07,77,98,254.04,366.53,0,1420,1420,1.35,0.09,0.1,0.48,1,223.48,1,0.26,1,79.7,1,0
27,6697,2,1,25,4,15,3877,12,2820,0.73,52,98,258.47,235,0,1315,555,1.25,0,0,0.38,0.5,202.69,0.5,0.25,0.5,41.88,0.5,0
484,271554,4,0,478,10,249,21245,237,251001,11.81,52,1420,85.32,1059.08,0,729,1420,1.05,0.33,0.04,0.09,0.17,17.03,0.17,0.08,0.17,56.23,0.17,0
31,2057,0,0,31,10,14,788,17,1269,1.61,52,1420,56.29,74.65,0.02,729,1420,0.82,0,0,0.17,0.17,7.04,0.17,0.17,0.17,6.54,0.17,0
127,53411,4,0,154,4,69,10414,58,42997,4.13,52,631,150.93,741.33,0,1420,1420,1.19,0.01,0.01,0.17,0.33,75.24,0.33,0.07,0.33,7.14,0.33,0
96,31379,0,0,96,4,57,7927,39,23452,2.96,52,631,139.07,601.33,0,1420,1420,1.46,0.09,0,0.4,0.33,93.32,0.33,0.14,0.33,70.49,0.33,0
62,14370,4,1,58,8,37,5368,25,9002,1.68,52,111,145.08,360.08,0,1081,1420,1.48,0,0,0.43,0.25,115.34,0.25,0.26,0.25,73.43,0.25,0
43,23859,0,0,43,8,19,2601,24,21258,8.17,52,111,136.89,885.75,0,1081,1420,0.79,22.8,22.84,0.24,0.25,70.04,0.25,0.52,0.25,394.44,0.25,0
400,278163,4,0,394,14,169,15828,233,263027,16.62,52,1420,93.66,1128.87,0,1161,1420,0.73,0.09,0,0.05,0.17,9.7,0.17,0.27,0.17,333.23,0.17,0
59,9965,2,0,57,16,31,5735,28,4230,0.74,52,83,185,151.07,0.01,1420,1420,1.11,0,0,0.28,0.5,114.15,0.5,0.17,0.5,25.45,0.5,0
35,6511,2,0,33,18,18,3550,17,2961,0.83,62,92,197.22,174.18,0.01,1115,1420,1.06,0,0,0.4,0.5,145.05,0.5,0.3,0.5,91.65,0.5,0
401,234761,6,0,395,24,206,18250,195,216511,11.86,52,1420,88.59,1110.31,0,1420,1420,1.06,0,0,0.09,0.17,23.52,0.17,0.07,0.17,44.59,0.17,0
83,28726,2,0,81,26,41,5319,42,23407,4.4,52,129,129.73,557.31,0,1041,1420,0.98,0,0,0.14,0.5,53.86,0.5,0.14,0.5,10.14,0.5,0
72,25276,0,0,72,26,40,3787,32,21489,5.67,52,129,94.67,671.53,0,1041,1420,1.25,0.06,0,0.17,0.5,30.9,0.5,0.05,0.5,2.45,0.5,0
30,8588,0,0,30,26,19,6302,11,2286,0.36,52,129,331.68,207.82,0,1041,1420,1.73,0.1,0,0.59,0.5,332.76,0.5,0.24,0.5,67.94,0.5,0
1652,851443,50,6,1421,231,790,137869,862,713574,5.18,52,1371,174.52,827.81,0,1420,1420,0.92,0.09,0.09,0.11,0,48.24,0,0.2,0,186.43,0,0
